location_name,lat,lon
Puerto Rico,18.2247706,-66.4858295
"Decatur, Georgia, USA",33.7737582,-84.296069
"Dunwoody, Georgia, USA",33.9463786,-84.3342686
"New York City, New York, USA",40.7830439,-73.9527658
"Sardinia, Italy",40.06150285,9.09758935360066
"Pinewood Studios, Iver Heath, Buckinghamshire, England, UK",51.5524651,-0.5321619024569935
"Alnwick Castle, Alnwick, Northumberland, England, UK",55.41546099999999,-1.7065170268123597
"Gloucester Cathedral, 12 College Green, Gloucester, Gloucestershire, England, UK",51.867796150000004,-2.248465618011078
"Australia House, Strand, Westminster, Greater London, England, UK",51.5128785,-0.11559062893054399
"Bangkok, Thailand",13.7524938,100.4935089
"Pinewood Studios, Pinewood Road, Iver Heath, Iver, Buckinghamshire, England, UK",51.5478149,-0.5315999
Thailand,14.8971921,100.83273
"Siem Reap, Cambodia",13.3617562,103.8590321
"Venice Beach, Venice, Los Angeles, California, USA",33.97996005,-118.4687710293081
"London, England, UK",51.5073359,-0.12765
"Warner Bros. Studios Leavesden, Warner Drive, Leavesden, Watford, Hertfordshire, England, UK",51.8836882,0.5346038
"Long Beach, California, USA",33.7690164,-118.191604
"England, UK",52.5310214,-1.2649062
"Venice Beach, California, USA",33.97996005,-118.4687710293081
"1725 Main St, Santa Monica, California, USA",34.010858,-118.490391
"Bank of America Plaza - 333 S Hope Street, Downtown, Los Angeles, California, USA",34.0564764,-118.250246
"Venice Recreation Center - 1800 Ocean Front Walk, Venice, Los Angeles, California, USA",33.985813,-118.472843
"Tongva Park - 1615 Ocean Ave, Santa Monica, California, USA",34.01025390625,-118.49334328124999
"100 Wilshire Blvd, Santa Monica, California, USA",34.01684695,-118.50060128079218
"Los Angeles County, California, USA",34.3155072,-118.209681
"Southern California, California, USA",34.0218833,-118.28586662125
"The Bridge, Spitzkoppe, Namibia",-21.8462106,15.1826066
"Phuket, Thailand",7.8847901,98.3891503
"Los Angeles, California, USA",34.0536909,-118.242766
"Hong Kong, China",22.2793278,114.1628131
"Warner Brothers Burbank Studios - 4000 Warner Boulevard, Burbank, California, USA",34.148175,-118.338482
China,35.000074,104.999927
"Helsetkopen, Møre og Romsdal, Norway",62.06,6.971944
"Hellesylt, Norway",62.085337,6.8696967
"Grand Central, Birmingham, West Midlands, England, UK",52.477830999999995,-1.8980701011575878
"Rome, Lazio, Italy",41.8933203,12.4829321
"Stoney Middleton, Derbyshire, England, UK",53.2756112,-1.6595362
"Åndalsnes, Rauma, Møre og Romsdal, Norway",62.5681692,7.6867621
"Venice, Veneto, Italy",45.4371908,12.3345898
"Ponte dei Conzafelzi, 30100 Venice, Veneto, Italy",45.4383358,12.3421131
"Levisham, North Yorkshire, England, UK",54.3041093,-0.7210256
"Trollveggen, Møre og Romsdal, Norway",62.4826699,7.7226498
"Abu Dhabi, United Arab Emirates",24.4538352,54.3774014
"Birmingham, West Midlands, England, UK",52.4796992,-1.9026911
"Via di S. Maria Maggiore, Rome, Lazio, Italy",41.8973255,12.4957563
"Via dei Funari, Rome, Lazio, Italy",41.893496,12.479073
"Via Nazionale, Rome, Lazio, Italy",41.900078,12.4922571
"Via dei Serpenti, Rome, Lazio, Italy",41.8980366,12.4893047
"Via del Traforo, Rome, Lazio, Italy",41.9020905,12.4865373
"The Bullring, Birmingham, UK",52.4779765,-1.8936259
"Leighton Buzzard, Bedfordshire, UK",51.9165794,-0.6620551
"ExCel London, 1 Western Gateway, Royal Victoria Dock, London, Greater London, England, UK",51.5077231,0.0288119
"Buttermere, Cockermouth CA, UK",54.6607181,-3.3452574
"Dubai, United Arab Emirates",25.2653471,55.2924914
"Budapest, Hungary",47.4978918,19.0401609
"Nürburgring Nordschleife, Nürburg, Rhineland-Palatinate, Germany",50.33333,6.95
United Arab Emirates,24.0002488,53.9994829
Germany,51.1638175,10.4478313
Hungary,47.1817585,19.5060937
Greece,38.9953683,21.9877132
"Thessaloniki, Greece",40.6403167,22.9352716
"Sofia, Bulgaria",42.6977028,23.3217359
"Toronto, Ontario, Canada",43.6534817,-79.3839347
"Montreal, Quebec, Canada",45.5031824,-73.5698065
"Paris, France",48.8534951,2.3483915
"Rome, Italy",41.8933203,12.4829321
"Sydney, Australia",-33.8698439,151.2082848
"Atlanta, Georgia, USA",33.7489924,-84.3902644
Puerto Rico,18.2247706,-66.4858295
"Decatur, Georgia, USA",33.7737582,-84.296069
"Dunwoody, Georgia, USA",33.9463786,-84.3342686
"New York City, New York, USA",40.7830439,-73.9527658
"Sardinia, Italy",40.06150285,9.09758935360066
"Pinewood Studios, Iver Heath, Buckinghamshire, England, UK",51.5524651,-0.5321619024569935
"Alnwick Castle, Alnwick, Northumberland, England, UK",55.41546099999999,-1.7065170268123597
"Gloucester Cathedral, 12 College Green, Gloucester, Gloucestershire, England, UK",51.867796150000004,-2.248465618011078
"Australia House, Strand, Westminster, Greater London, England, UK",51.5128785,-0.11559062893054399
"Handyside Bridge, King's Cross Railway Station, Euston Road, King's Cross, London, Greater London, England, UK",51.5323954,-0.1230224
"12 Picket Post Close, Martin's Heron, Bracknell, Berkshire, England, UK",51.408623950000006,-0.721407625
"Goathland Railway Station, Cow Wath Bank, Goathland, Whitby, North Yorkshire, England, UK",54.405828,-0.695982
"King's Cross Railway Station, Euston Road, King's Cross, London, Greater London, England, UK",51.52629,-0.113729
"West Highland Railway Line, Scotland, UK",56.7861112,-4.1140518
"Black Park Country Park, Black Park Road, Wexham, Buckinghamshire, England, UK",51.5432115,-0.5530384
"Lacock Abbey, Lacock, Chippenham, Wiltshire, England, UK",51.41497755,-2.122572261115838
"Glen Nevis, Fort William, Highland, Scotland, UK",56.8104264,-5.079190382251048
"Duke Humfrey's Library, Bodleian Library, Broad Street, Oxford, Oxfordshire, England, UK",51.754903,-1.254312
"Durham Cathedral, The College, Durham, County Durham, England, UK",54.77326195,-1.5763332649262018
"Christ Church College, St Aldate's, Oxford, Oxfordshire, England, UK",53.7568804,-2.7113924488513588
"Leadenhall Market, Gracechurch Street, City of London, England, UK",51.512680200000005,-0.08341182035558237
"Divinity School, Bodleian Library, Broad Street, Oxford, Oxfordshire, England, UK",51.754903,-1.254312
"Harrow School - 5 High Street, Harrow on the Hill, Harrow, Greater London, England, UK",51.57174325,-0.3311519058273208
"London Zoo, Regent's Park, Marylebone, Westminster, Greater London, England, UK",51.5236277,-0.1466357
"20 Church Street, Lacock, Chippenham, Wiltshire, England, UK",52.037059799999994,-0.3029926464285714
"D Stage, Warner Bros. Studios Leavesden, Warner Drive, Leavesden, Watford, Hertfordshire, England, UK",51.8836882,0.5346038
"C Stage, Warner Bros. Studios Leavesden, Warner Drive, Leavesden, Watford, Hertfordshire, England, UK",51.8836882,0.5346038
"F Stage, Warner Bros. Studios Leavesden, Warner Drive, Leavesden, Watford, Hertfordshire, England, UK",51.8836882,0.5346038
"Flight Shed/L Stage, Warner Bros. Studios Leavesden, Warner Drive, Leavesden, Watford, Hertfordshire, England, UK",51.8836882,0.5346038
"A Stage, Warner Bros. Studios Leavesden, Warner Drive, Leavesden, Watford, Hertfordshire, England, UK",51.8836882,0.5346038
"B Stage, Warner Bros. Studios Leavesden, Warner Drive, Leavesden, Watford, Hertfordshire, England, UK",51.8836882,0.5346038
"H Stage, Warner Bros. Studios Leavesden, Warner Drive, Leavesden, Watford, Hertfordshire, England, UK",51.8836882,0.5346038
"I Stage, Warner Bros. Studios Leavesden, Warner Drive, Leavesden, Watford, Hertfordshire, England, UK",51.8836882,0.5346038
"G Stage, Warner Bros. Studios Leavesden, Warner Drive, Leavesden, Watford, Hertfordshire, England, UK",51.8836882,0.5346038
Iceland,64.9841821,-18.1059013
"Carrickfergus, County Antrim, Northern Ireland, UK",54.7136165,-5.8073112
"Clandeboye Estate, Bangor, County Down, Northern Ireland, UK",54.662595,-5.6679127
"Castle Ward, Strangford, County Down, Northern Ireland, UK",54.364665349999996,-5.569926227192168
"Belfast, County Antrim, Northern Ireland, UK",54.596391,-5.9301829
"Dún Briste Sea Stack, County Mayo, Ireland",53.9087056,-9.298304863654256
"Wells Cathedral, Wells, Somerset, England, UK",51.2103879,-2.64353800873494
"Walt Disney Feature Animation - 500 S. Buena Vista Street, Burbank, California, USA",34.156874,-118.325027
"Walt Disney Animation Studios - 2100 Riverside Drive, Burbank, California, USA",34.156111,-118.322526
"Georgia, USA",32.3293809,-83.1137366
"Bangkok, Thailand",13.7524938,100.4935089
"Pinewood Studios, Pinewood Road, Iver Heath, Iver, Buckinghamshire, England, UK",51.5478149,-0.5315999
Thailand,14.8971921,100.83273
"Siem Reap, Cambodia",13.3617562,103.8590321
"Venice Beach, Venice, Los Angeles, California, USA",33.97996005,-118.4687710293081
"London, England, UK",51.5073359,-0.12765
"Warner Bros. Studios Leavesden, Warner Drive, Leavesden, Watford, Hertfordshire, England, UK",51.8836882,0.5346038
"Long Beach, California, USA",33.7690164,-118.191604
"England, UK",52.5310214,-1.2649062
"Venice Beach, California, USA",33.97996005,-118.4687710293081
"1725 Main St, Santa Monica, California, USA",34.010858,-118.490391
"Bank of America Plaza - 333 S Hope Street, Downtown, Los Angeles, California, USA",34.0564764,-118.250246
"Venice Recreation Center - 1800 Ocean Front Walk, Venice, Los Angeles, California, USA",33.985813,-118.472843
"Tongva Park - 1615 Ocean Ave, Santa Monica, California, USA",34.01025390625,-118.49334328124999
"100 Wilshire Blvd, Santa Monica, California, USA",34.01684695,-118.50060128079218
"Los Angeles County, California, USA",34.3155072,-118.209681
"Southern California, California, USA",34.0218833,-118.28586662125
"The Bridge, Spitzkoppe, Namibia",-21.8462106,15.1826066
"Phuket, Thailand",7.8847901,98.3891503
"Los Angeles, California, USA",34.0536909,-118.242766
"Hong Kong, China",22.2793278,114.1628131
"Warner Brothers Burbank Studios - 4000 Warner Boulevard, Burbank, California, USA",34.148175,-118.338482
China,35.000074,104.999927
"Helsetkopen, Møre og Romsdal, Norway",62.06,6.971944
"Hellesylt, Norway",62.085337,6.8696967
"Grand Central, Birmingham, West Midlands, England, UK",52.477830999999995,-1.8980701011575878
"Rome, Lazio, Italy",41.8933203,12.4829321
"Stoney Middleton, Derbyshire, England, UK",53.2756112,-1.6595362
"Åndalsnes, Rauma, Møre og Romsdal, Norway",62.5681692,7.6867621
"Venice, Veneto, Italy",45.4371908,12.3345898
"Ponte dei Conzafelzi, 30100 Venice, Veneto, Italy",45.4383358,12.3421131
"Levisham, North Yorkshire, England, UK",54.3041093,-0.7210256
"Trollveggen, Møre og Romsdal, Norway",62.4826699,7.7226498
"Abu Dhabi, United Arab Emirates",24.4538352,54.3774014
"Birmingham, West Midlands, England, UK",52.4796992,-1.9026911
"Via di S. Maria Maggiore, Rome, Lazio, Italy",41.8973255,12.4957563
"Via dei Funari, Rome, Lazio, Italy",41.893496,12.479073
"Via Nazionale, Rome, Lazio, Italy",41.900078,12.4922571
"Via dei Serpenti, Rome, Lazio, Italy",41.8980366,12.4893047
"Via del Traforo, Rome, Lazio, Italy",41.9020905,12.4865373
"The Bullring, Birmingham, UK",52.4779765,-1.8936259
"Leighton Buzzard, Bedfordshire, UK",51.9165794,-0.6620551
"ExCel London, 1 Western Gateway, Royal Victoria Dock, London, Greater London, England, UK",51.5077231,0.0288119
"Buttermere, Cockermouth CA, UK",54.6607181,-3.3452574
"Dubai, United Arab Emirates",25.2653471,55.2924914
"Budapest, Hungary",47.4978918,19.0401609
"Nürburgring Nordschleife, Nürburg, Rhineland-Palatinate, Germany",50.33333,6.95
United Arab Emirates,24.0002488,53.9994829
Germany,51.1638175,10.4478313
Hungary,47.1817585,19.5060937
Greece,38.9953683,21.9877132
"Thessaloniki, Greece",40.6403167,22.9352716
"Sofia, Bulgaria",42.6977028,23.3217359
"Toronto, Ontario, Canada",43.6534817,-79.3839347
"Montreal, Quebec, Canada",45.5031824,-73.5698065
"Paris, France",48.8534951,2.3483915
"Rome, Italy",41.8933203,12.4829321
"Sydney, Australia",-33.8698439,151.2082848
"Atlanta, Georgia, USA",33.7489924,-84.3902644
Puerto Rico,18.2247706,-66.4858295
"Decatur, Georgia, USA",33.7737582,-84.296069
"Dunwoody, Georgia, USA",33.9463786,-84.3342686
"New York City, New York, USA",40.7830439,-73.9527658
"Sardinia, Italy",40.06150285,9.09758935360066
"Pinewood Studios, Iver Heath, Buckinghamshire, England, UK",51.5524651,-0.5321619024569935
"Alnwick Castle, Alnwick, Northumberland, England, UK",55.41546099999999,-1.7065170268123597
"Gloucester Cathedral, 12 College Green, Gloucester, Gloucestershire, England, UK",51.867796150000004,-2.248465618011078
"Australia House, Strand, Westminster, Greater London, England, UK",51.5128785,-0.11559062893054399
"Handyside Bridge, King's Cross Railway Station, Euston Road, King's Cross, London, Greater London, England, UK",51.5323954,-0.1230224
"12 Picket Post Close, Martin's Heron, Bracknell, Berkshire, England, UK",51.408623950000006,-0.721407625
"Goathland Railway Station, Cow Wath Bank, Goathland, Whitby, North Yorkshire, England, UK",54.405828,-0.695982
"King's Cross Railway Station, Euston Road, King's Cross, London, Greater London, England, UK",51.52629,-0.113729
"West Highland Railway Line, Scotland, UK",56.7861112,-4.1140518
"Black Park Country Park, Black Park Road, Wexham, Buckinghamshire, England, UK",51.5432115,-0.5530384
"Lacock Abbey, Lacock, Chippenham, Wiltshire, England, UK",51.41497755,-2.122572261115838
"Glen Nevis, Fort William, Highland, Scotland, UK",56.8104264,-5.079190382251048
"Duke Humfrey's Library, Bodleian Library, Broad Street, Oxford, Oxfordshire, England, UK",51.754903,-1.254312
"Durham Cathedral, The College, Durham, County Durham, England, UK",54.77326195,-1.5763332649262018
"Christ Church College, St Aldate's, Oxford, Oxfordshire, England, UK",53.7568804,-2.7113924488513588
"Leadenhall Market, Gracechurch Street, City of London, England, UK",51.512680200000005,-0.08341182035558237
"Divinity School, Bodleian Library, Broad Street, Oxford, Oxfordshire, England, UK",51.754903,-1.254312
"Harrow School - 5 High Street, Harrow on the Hill, Harrow, Greater London, England, UK",51.57174325,-0.3311519058273208
"London Zoo, Regent's Park, Marylebone, Westminster, Greater London, England, UK",51.5236277,-0.1466357
"20 Church Street, Lacock, Chippenham, Wiltshire, England, UK",52.037059799999994,-0.3029926464285714
"D Stage, Warner Bros. Studios Leavesden, Warner Drive, Leavesden, Watford, Hertfordshire, England, UK",51.8836882,0.5346038
"C Stage, Warner Bros. Studios Leavesden, Warner Drive, Leavesden, Watford, Hertfordshire, England, UK",51.8836882,0.5346038
"F Stage, Warner Bros. Studios Leavesden, Warner Drive, Leavesden, Watford, Hertfordshire, England, UK",51.8836882,0.5346038
"Flight Shed/L Stage, Warner Bros. Studios Leavesden, Warner Drive, Leavesden, Watford, Hertfordshire, England, UK",51.8836882,0.5346038
"A Stage, Warner Bros. Studios Leavesden, Warner Drive, Leavesden, Watford, Hertfordshire, England, UK",51.8836882,0.5346038
"B Stage, Warner Bros. Studios Leavesden, Warner Drive, Leavesden, Watford, Hertfordshire, England, UK",51.8836882,0.5346038
"H Stage, Warner Bros. Studios Leavesden, Warner Drive, Leavesden, Watford, Hertfordshire, England, UK",51.8836882,0.5346038
"I Stage, Warner Bros. Studios Leavesden, Warner Drive, Leavesden, Watford, Hertfordshire, England, UK",51.8836882,0.5346038
"G Stage, Warner Bros. Studios Leavesden, Warner Drive, Leavesden, Watford, Hertfordshire, England, UK",51.8836882,0.5346038
Iceland,64.9841821,-18.1059013
"Carrickfergus, County Antrim, Northern Ireland, UK",54.7136165,-5.8073112
"Clandeboye Estate, Bangor, County Down, Northern Ireland, UK",54.662595,-5.6679127
"Castle Ward, Strangford, County Down, Northern Ireland, UK",54.364665349999996,-5.569926227192168
"Belfast, County Antrim, Northern Ireland, UK",54.596391,-5.9301829
"Dún Briste Sea Stack, County Mayo, Ireland",53.9087056,-9.298304863654256
"Wells Cathedral, Wells, Somerset, England, UK",51.2103879,-2.64353800873494
"Walt Disney Feature Animation - 500 S. Buena Vista Street, Burbank, California, USA",34.156874,-118.325027
"Walt Disney Animation Studios - 2100 Riverside Drive, Burbank, California, USA",34.156111,-118.322526
"Georgia, USA",32.3293809,-83.1137366
UK,54.7023545,-3.2765753
USA,39.7837304,-100.445882
"North Yorkshire Moors Railway, 12 Park Street, Pickering, North Yorkshire, England, UK",52.664138300000005,0.16599079131865196
"North York Moors Railway, North Yorkshire, England, UK",54.41667,-0.75
"Bamburgh Castle, Bamburgh, Northumberland, England, UK",55.60944395,-1.7112670801185126
"Holy Island of Lindisfarne, Berwick-upon-Tweed, Northumberland, England, UK",55.7692442,-2.0026472
"Marsala, Trapani, Sicily, Italy",37.7979221,12.4342091
"Glasgow, Scotland, UK",55.861155,-4.2501687
"Cefalù, Palermo, Sicily, Italy",38.034957,14.0244562
"Ear of Dionysius, Via Ettore Romagnoli, Siracusa, Sicily, Italy",37.0767088,15.278939
"St. Vincent Street, Glasgow, Glasgow City, Scotland, UK",55.8630327,-4.2712298
"Castellammare del Golfo, Trapani, Sicily, Italy",38.018846,12.885837
"Parnie Street, Glasgow, Glasgow City, Scotland, UK",55.8564003,-4.2461675
"Tempio di Segesta, Segesta, Calatafimi-Segesta, Trapani, Sicily, Italy",37.9496202,12.8282195
"Melrose, Scotland, UK",55.5975944,-2.7199682
"Tonnara del Secco, Zarbo di Mare, San Vito Lo Capo, Trapani, Sicily, Italy",38.1673357,12.768905
"Leaderfoot Viaduct, Melrose, Scottish Borders, Scotland, UK",55.6055928,-2.6775083
"Wadi Rum, Jordan",29.5704403,35.4225213
"Stadlandet, Norway",62.1019744,5.3068003
"Liwa Oasis, Abu Dhabi, United Arab Emirates",24.413778100000002,54.59007302161599
"Origo Film Studios, Budapest, Hungary",47.4978918,19.0401609
Jordan,44.6663146,-93.6261918
Austria,47.59397,14.12456
Norway,61.1529386,8.7876653
Slovakia,48.7411522,19.4528646
"Landschaftspark, Duisburg, North Rhine-Westphalia, Germany",51.476071250000004,6.764408079513304
"Wroclaw, Dolnoslaskie, Poland",51.097349,17.023978
"Berlin, Germany",52.5170365,13.3888599
"Krematorium Baumschulenweg, Berlin, Germany",52.45957265,13.491205154678466
"Olympiastadion, Charlottenburg, Berlin, Germany",52.5145846,13.239814417756278
Poland,52.215933,19.134422
"Völkerschlachtdenkmal, Leipzig, Sachsen, Germany",51.3124744,12.413515851638085
"Britzer Garten, Berlin, Germany",52.43335765,13.41687681927067
"Zalew Grzedy, Poland",52.215933,19.134422
"Altes Museum, Berlin, Germany",52.519455449999995,13.398787286532126
"Bärensaal, Altes Stadthaus, Berlin, Germany",52.5165518,13.411231334564988
"Tieranatomisches Theater, Humboldt University, Berlin, Germany",52.5183402,13.392920232320172
"Calgary, Alberta, Canada",51.0456064,-114.0575418
"Lethbridge, Alberta, Canada",49.6945782,-112.8331033
"Nanton, Alberta, Canada",50.354074,-113.781067
"200 block of 24th St, Fort Macleod, Alberta, Canada",49.7257719,-113.405385
"Canmore, Alberta, Canada",51.0866897,-115.3481135
"Westin Bonaventure Hotel & Suites - 404 S. Figueroa Street, Downtown, Los Angeles, California, USA",34.0520645,-118.255924
"Svínafellsjökull, Vatnajökull, Austurland, Iceland",64.354886,-15.264953
"Okotoks, Alberta, Canada",50.7253685,-113.975082
"Sony Pictures Studios - 10202 W. Washington Blvd., Culver City, California, USA",34.016999,-118.403816
"Altadena, California, USA",34.197486,-118.138961
"Torrance, California, USA",33.8358492,-118.3406288
"Downtown, Los Angeles, California, USA",34.047996,-118.2521002
"Los Angeles Convention Center - 1201 S. Figueroa Street, Downtown, Los Angeles, California, USA",34.0438668,-118.26889
"Longview, Alberta, Canada",50.532999,-114.230784
"1525 Industrial St, Los Angeles, California, USA",34.036156,-118.237481
"California, USA",36.7014631,-118.755997
Canada,61.0666922,-107.991707
"Cheyenne Mountain Complex, Colorado, USA",38.73893295,-104.84255424976142
"130 St Vincent Street, Glasgow, Scotland, UK",55.86188025,-4.257878922057468
