id,soundtracks_id,soundtracks_name,soundtracks_comment
tt17024450,/title/tt17024450/soundtracks/sn2739308,"Love, Disorderly (The Equalizer 3 Remix)","Written by Thomas Azier and Obi Blanche
Produced and Performed by Thomas Azier
Thomas Azier appears courtesy of Hylas Records"
tt17024450,/title/tt17024450/soundtracks/sn2739309,Nessun Dorma,"From ""Turandot""
Written by Giacomo Puccini and Franco Alfano
Libretto by Giuseppe Adami and Renato Simoni
Performed by Tito Beltrán and The City of Prague Philharmonic Orchestra
Courtesy of Silva Screen Records
By arrangement with Source/Q"
tt17024450,/title/tt17024450/soundtracks/sn2739310,Come un bel dì di maggio,"From ""Andrea Chénier""
Written by Umberto Giordano
Libretto by Luigi Illica
Performed by Symfonický orchester Slovenského rozhlasu (as Slovak Radio Symphony Orchestra) featuring Thomas Harper
Conducted by Michael Halász
Courtesy of Naxos
By arrangement with Source/Q"
tt17024450,/title/tt17024450/soundtracks/sn2739311,Tu Sei Cosi Amabile,"Written by George Cardini, Danny DiMinno and Sophie Esther Marinski
Performed by Nat 'King' Cole
Courtesy of Capitol Records
Under license from Universal Music Enterprises"
tt17024450,/title/tt17024450/soundtracks/sn2739312,Parlami d'amore Mariu,"Written by Cesare A. Bixio (as Cesare Andrea Bixio) and Ennio Neri
Performed by Achille Togliani
Courtesy of Bixio Music Group Ltd
Under license from IDM Music Ltd"
tt17024450,/title/tt17024450/soundtracks/sn2739313,La Belle Vie,"Music by Sacha Distel
Lyrics by Jean Broussolle
Performed by Sacha Distel
Courtesy of PROSADIS"
tt17024450,/title/tt17024450/soundtracks/sn2739314,"Love, Disorderly","Written by Thomas Azier and Obi Blanche
Performed by Thomas Azier
Courtesy of Hylas Records"
tt17024450,/title/tt17024450/soundtracks/sn2739315,Dalla Sua Pace,"from ""Don Giovanni""
Written by Wolfgang Amadeus Mozart
Libretto by Lorenzo da Ponte
Performed by Torsten Kerl with the Nicolaus Esterházy Sinfonia
Conducted by Michael Halász
Courtesy of Naxos
By arrangement with Source/Q"
tt17024450,/title/tt17024450/soundtracks/sn2739316,Sunset in the Blue,"Written by Melody Gardot and Jesse Harris
Performed by Melody Gardot
Courtesy of Decca Records
Under license from Universal Music Enterprises"
tt17024450,/title/tt17024450/soundtracks/sn2739317,Each Time You Go,"Written and Performed by Steve Rice (as Stephen J. Rice)
Courtesy of Crucial Music Corporation"
tt17024450,/title/tt17024450/soundtracks/sn2739318,"Evviva, Maria",Written by Leonard of Port-Maurice
tt17024450,/title/tt17024450/soundtracks/sn2739319,I Know It Was the Blood,Traditional
tt17024450,/title/tt17024450/soundtracks/sn2739320,Monster,"Written by Jacob Banks (as Jacob Akinoso), Avelino (as Achi Avelino), Tre Jean-Marie, Nayla 'Sillkey' Nyassa and Ellis Taylor
Performed by Jacob Banks featuring Avelino
Courtesy of Sunday Records"
tt9224104,/title/tt9224104/soundtracks/sn2736756,Under Pressure,"Written by Brian May, Freddie Mercury, David Bowie, John Deacon, Roger Taylor
Performed by Queen, David Bowie
Courtesy of EMI
Under licence from Universal Music Operations Ltd & Hollywood Records, Inc. & Courtesy of RZO Music"
tt9224104,/title/tt9224104/soundtracks/sn2736757,Too Many Fish in the Sea,"Written by Eddie Holland (as Edward Holland Jr.) & Norman Whitfield
Performed by The Marvelettes
Courtesy of Motown Record Company L.P.
Under licence from Universal Music Operations Ltd"
tt9224104,/title/tt9224104/soundtracks/sn2736759,I Love You,"Written by David Zee Tao (as David Tao) & Delphine Chin (as Wa Wa)
Performed by David Zee Tao (as David Tao)
Licensed courtesy of Warner Music UK Ltd."
tt9224104,/title/tt9224104/soundtracks/sn2736758,Dare,"Written by Damon Albarn, Jamie Hewlett, Danger Mouse (as Brian Burton), Shaun Ryder
Performed by Gorillaz
Licensed courtesy of Warner Music UK Ltd."
tt9224104,/title/tt9224104/soundtracks/sn2736760,That's Not My Name,"Written by Jules De Martino & Katie White
Performed by Pim
Courtesy of CAPP Records, Inc./NOMA Music"
tt9224104,/title/tt9224104/soundtracks/sn2735327,Chomp (Bankey Ojo Remix),"Written & Performed by Page Kennedy
Courtesy of Kennedy Entertainment"
tt9603212,/title/tt9603212/soundtracks/sn2026871,Mission: Impossible Theme,Written by Lalo Schifrin
tt9603212,/title/tt9603212/soundtracks/sn2026872,The Plot,"From Mission: Impossible (1966)
Written by Lalo Schifrin"
tt9603212,/title/tt9603212/soundtracks/sn2759150,Arrival,"Written by Mark Crawford
Performed by Anu
Courtesy of Helix Records, a division of Payday Records, Inc."
tt9603212,/title/tt9603212/soundtracks/sn2759151,First Bastion,"Written by Branko Novakovic & Niklas Schaefers
Performed by Hidden Empire
Courtesy of Suara Music S.L.U."
tt9603212,/title/tt9603212/soundtracks/sn2759152,Erase,"Written & Performed by Brooks Aleksander
Courtesy of Brooks Aleksander Recordings"
tt9603212,/title/tt9603212/soundtracks/sn2759153,I've Got You Under My Skin,"Written by Cole Porter
Performed by Dave Hartley"
tt4495098,/title/tt4495098/soundtracks/sn2734585,Hold My Head,"Written by Kenny Beats (as Kenneth Blume III), Larry Brooks, and Warren Brooks
Performed by Kenny Beats
Courtesy of XL Recordings
Contains a sample of ""Now I Can Hold My Head Up High""
Performed by The Triads
Courtesy of The Numero Group"
tt4495098,/title/tt4495098/soundtracks/sn2734586,Paranoid,"Written by Ozzy Osbourne (as John Osbourne), Bill Ward (as William Ward), Geezer Butler (as Terence Butler), and Tony Iommi (as Anthony Frank Iommi)
Performed by Black Sabbath
Courtesy of Black Sabbath
Under license from Downlane Limited"
tt4495098,/title/tt4495098/soundtracks/sn2734587,"Valse, Op. 69: No. 1 in A Major",Written by Frédéric Chopin
tt4495098,/title/tt4495098/soundtracks/sn2734588,Peak,"Written by Jessica Nicole Gentile
Performed by Jubilee
Courtesy of Magic City"
tt4495098,/title/tt4495098/soundtracks/sn2734589,Afterthought,"Written by George Miller (as Joji Kusunoki), Benee (as Stella Bennett), Daniel Wilson, and Isaac Sleator
Performed by George Miller (as Joji) & Benee (as BENEE)
Courtesy of 88rising Records/Warner Records
By arrangement with Warner Music Group Film & TV Licensing
and Courtesy of Republic Records
Under license from Universal Music Enterprises"
tt4495098,/title/tt4495098/soundtracks/sn2734590,Vroom,"Written by Davido, Jin Jin (as Janee Bennett), Idris Elba, Adrian Francis, Curtis James, Lil Tjay (as Tione Merritt), Moelogo, and Koffee (as Mikayla Simpson)
Performed by The Fanatix (as The FaNatTiX) feat. Idris Elba, Lil Tjay (as Lil TJay), Davido, Koffee, and Moelogo
Courtesy of Sony Music Entertainment UK Limited and Columbia Records
By arrangement with Sony Music Entertainment"
tt4495098,/title/tt4495098/soundtracks/sn2734591,Get Out of My Way,"Written by Wesley Smith, Jacob Cardec, Tedashii (as Tedashii Anderson), and Lecrae (as Lecrae Devaughn Moore)
Performed by Tedashii feat. Lecrae
Courtesy of Reach Records
Under license from Nettwerk Music
and Courtesy of Columbia Records/Reach Records
By arrangement with Sony Music Entertainment"
tt4495098,/title/tt4495098/soundtracks/sn2734592,Kill Dem,"Written by Jamie XX (as James Smith), Cutty Ranks (as Philip Thomas), Christopher Lane, and John MacGillivray
Performed by Jamie XX
Courtesy of Young"
tt4495098,/title/tt4495098/soundtracks/sn2734593,Moon Over the Castle,Written by Masahiro Andoh
tt4495098,/title/tt4495098/soundtracks/sn2734594,Down Like This,"Written by Emma Sameth, Dan Farber, and Jason Scardamalia
Performed by Emma Sameth & BearFar
Courtesy of UltraViolet"
tt4495098,/title/tt4495098/soundtracks/sn2734595,Coming in Hot,"Written by Shama Joseph, Andy Mineo (as Andrew Mineo), Lecrae (as Lecrae Devaughn Moore), Lasanna Harris, Wordsplayed (as John Toluwani Itiola), Glen Henry, Marlon Montgomery, and Brian Taylor
Performed by Andy Mineo & Lecrae
Courtesy of Reach Records
Under license from Nettwerk Music
and Courtesy of Columbia Records/Reach Records
By arrangement with Sony Music Entertainment"
tt4495098,/title/tt4495098/soundtracks/sn2734596,Revolt,"Written by Boys Noize (as Alexander Ridha)
Performed by Boys Noize
Courtesy of Boysnoize Records GmbH"
tt4495098,/title/tt4495098/soundtracks/sn2734597,Songbird,"Written by Kenny G (as Kenneth Gorelick)
Performed by Kenny G
Courtesy of RCA Records
By arrangement with Sony Music Entertainment"
tt4495098,/title/tt4495098/soundtracks/sn2734598,Because I'm Me,"Written by Robbie Chater (as Robert Chater), Tony Diblasi (as Anthony Di Blasi), General Johnson (as General N. Johnson), Barney Perkins, Greg Perry (as Gregory S. Perry), and Sonny Cheeba (as Salahadeen Wilds)
Performed by The Avalanches
Courtesy of Modular Recordings/Universal Music Australia Pty. Ltd.
Under license from Universal Music Enterprises
and Courtesy of XL Recordings Ltd."
tt4495098,/title/tt4495098/soundtracks/sn2734599,Make My Move,"Written by Oliver Michael (as Oliver Brayshaw)
Performed by Oliver Michael feat. King Marino
Courtesy of Oliver Michael Music"
tt4495098,/title/tt4495098/soundtracks/sn2734600,Paper Mache,"Written by Dan Kanvis and Kirk Dickens
Performed by Dan Kanvis
By arrangement with Melody Haunts Reverie & Groove Garden"
tt4495098,/title/tt4495098/soundtracks/sn2734601,Orinoco Flow,"Written by Enya (as Eithne Ní Bhraonáin), Nicky Ryan, and Roma Ryan
Performed by Enya
Courtesy of Warner Music UK Ltd
By arrangement with Warner Music Group Film & TV Licensing"
tt4495098,/title/tt4495098/soundtracks/sn2734602,Search and Destroy,"Written by Iggy Pop and James Williamson
Performed by The Stooges (as Iggy & The Stooges)
Courtesy of Columbia Records
By arrangement with Sony Music Entertainment"
tt4495098,/title/tt4495098/soundtracks/sn2734603,War Pigs,"Written by Ozzy Osbourne (as John Osbourne), Bill Ward (as William Ward), Geezer Butler (as Terence Butler), and Tony Iommi (as Anthony Frank Iommi)
Performed by Black Sabbath
Courtesy of Black Sabbath
Under license from Downlane Limited"
tt4495098,/title/tt4495098/soundtracks/sn2734604,Celebrate,"Written by Courtney Bell, Damien Farmer, and Keith Miller
Performed by Courtney Bell
Courtesy of RCA Records, a division of Sony Music Entertainment"
tt4495098,/title/tt4495098/soundtracks/sn2734605,Big Jet Plane,"Written by Angus Stone and Julia Stone
Performed by Restricted
Courtesy of Island Records/Universal Music GmbH
Under license from Universal Music Enterprises"
tt4495098,/title/tt4495098/soundtracks/sn2734606,Pepas (Tiesto Remix),"Written by Andy Bauza, Víctor Cárdenas (as Victor Alonso Cardenas), IAmChino (as Jose Carlos Garcia), Franklin Jovani Martínez (as Franklin Martinez), Sharo Towers (as Marcos G. Perez), Axel Rafael Quezada Fulgencio, Keriel Quiroz, and Farruko (as Carlos Efren Reyes Rosado)
Performed by Farruko
Courtesy of Sony Music Entertainment, US Latin LLC
By arrangement with Sony Music Entertainment"
tt4495098,/title/tt4495098/soundtracks/sn2734607,Wash,"Written by Justin Vernon
Performed by Bon Iver
Courtesy of Jagjaguwar"
tt4495098,/title/tt4495098/soundtracks/sn2734608,La Marseillaise,Written by Claude Joseph Rouget de Lisle
tt4495098,/title/tt4495098/soundtracks/sn2734609,Harder Than You Think,"Written by Chuck D (as Carlton Ridenhour) and Gary G-Wiz (as Gary Rinaldo)
Performed by Public Enemy
Courtesy of Pressure Network
Under license from Reach Music Publishing, Inc."
tt4495098,/title/tt4495098/soundtracks/sn2734610,God Moving Over the Face of the Waters,"Written and Performed by Moby
Courtesy of Little Idiot Music Ltd"
tt4495098,/title/tt4495098/soundtracks/sn2734611,Wilderness,"Written by Christopher Hrasky, Michael Aaron James, Munaf Rayani, and Mark T. Smith (as Mark Thomas Smith)
Performed by Explosions in the Sky
Courtesy of Temporary Residence Ltd."
tt3291150,/title/tt3291150/soundtracks/sn2760466,Every Time,"Written by Sertac Nidai
Courtesy of APM Music"
tt3291150,/title/tt3291150/soundtracks/sn2760467,Backbone (Live at Breiðarmerkurjökull),"Written by Jökull Juliusson
Performed by Kaleo
Courtesy of Elektra Records
By arrangement with Warner Music Group Film & TV Licensing"
tt3291150,/title/tt3291150/soundtracks/sn2760468,Hypnotized,"Written by Devin Hoffman (as Devin Jay Hoffman), Michael Joshua Avenaim
Performed by Devin Hoffman (as Devin Jay Hoffman), Michael Joshua Avenaim
Courtesy of Extreme Music"
tt3291150,/title/tt3291150/soundtracks/sn2760469,Quintet in E Major,"Written by Luigi Boccherini
Arranged by Thomas Howe
Courtesy of APM Music"
tt3291150,/title/tt3291150/soundtracks/sn2760470,(Don't Fear) The Reaper,"Written by Donald Roeser
Published by Sony Music Publishing (US) LLC
Courtesy of APM Music"
tt3291150,/title/tt3291150/soundtracks/sn2760471,Take It Easy,"Written by Eden Prince, Clementine Douglas
Performed by Eden Prince feat. Clementine Douglas
Courtesy of East 1 Entertainment Ltd./Clementunes Ltd./JET Management"
tt3291150,/title/tt3291150/soundtracks/sn2760472,Bigcityboi,"Written by Binz
Performed by Binz feat. Touliver
Courtesy of SPACESPEAKERS LABEL"
tt3291150,/title/tt3291150/soundtracks/sn2760473,P.I.M.P.,"Written by 50 Cent (as Curtis Jackson), Brandon Parrott, Mr. Porter (as Denaun Porter)
Performed by 50 Cent
Courtesy of Shady Records/Aftermath Records/Interscope Records under license from Universal Music Enterprises"
tt3291150,/title/tt3291150/soundtracks/sn2760474,Coming in Hot,"Written by Andrew Dixon, Brian Dennis, Christopher Ayer
Performed by Lesser Villains
Courtesy of Big Block Records"
tt3291150,/title/tt3291150/soundtracks/sn2760475,The Boys Are Back in Town,"Written by Phil Lynott (as Philip Parris Lynott)
Performed by Thin Lizzy
Courtesy of Thin Lizzy Productions Limited"
tt15354916,/title/tt15354916/soundtracks/sn2734141,Jawan Prevue Theme (Hindi),"Music by Anirudh Ravichander
Lyrics by Raja Kumari
Performed by Anirudh Ravichander, BNiznik, Raja Kumari"
tt15354916,/title/tt15354916/soundtracks/sn2734142,Zinda Banda (Hindi),"Music by Anirudh Ravichander
Lyrics by Irshad Kamil
Performed by Anirudh Ravichander"
tt15354916,/title/tt15354916/soundtracks/sn2745890,Vandha Edam (Tamil),"Music by Anirudh Ravichander
Lyrics by Vivek
Performed by Anirudh Ravichander"
tt15354916,/title/tt15354916/soundtracks/sn2745891,Dhumme Dhulipelaa (Telugu),"Music by Anirudh Ravichander
Lyrics by Irshad Kamil
Performed by Anirudh Ravichander"
tt15354916,/title/tt15354916/soundtracks/sn2745441,Chaleya (Hindi),"Music by Anirudh Ravichander
Lyrics by Kumaar
Performed by Arijit Singh, Shilpa Rao"
tt15354916,/title/tt15354916/soundtracks/sn2745892,Hayyoda (Tamil),"Music by Anirudh Ravichander
Lyrics by Vivek
Performed by Anirudh Ravichander, Priya Mali"
tt15354916,/title/tt15354916/soundtracks/sn2745893,Chalona (Telugu),"Music by Anirudh Ravichander
Lyrics by Chandrabose
Performed by Adithya RK, Priya Mali"
tt15354916,/title/tt15354916/soundtracks/sn2745442,Not Ramaiya Vastavaiya (Hindi),"Music by Anirudh Ravichander
Lyrics by Kumaar
Performed by Anirudh Ravichander, Vishal Dadlani, Shilpa Rao"
tt15354916,/title/tt15354916/soundtracks/sn2745894,Not Ramaiya Vastavaiya (Tamil),"Music by Anirudh Ravichander
Lyrics by Vivek
Performed by Anirudh Ravichander, Sreerama Chandra, Rakshita Suresh"
tt15354916,/title/tt15354916/soundtracks/sn2745895,Not Ramaiya Vastavaiya (Telugu),"Music by Anirudh Ravichander
Lyrics by Chandrabose
Performed by Anirudh Ravichander, Sreerama Chandra, Rakshita Suresh"
tt15354916,/title/tt15354916/soundtracks/sn2747549,Aararaari Raaro (Hindi),"Music by Anirudh Ravichander
Lyrics by Irshad Kamil
Performed by Deepthi Suresh"
tt15354916,/title/tt15354916/soundtracks/sn2747550,Aararaari Raaro (Tamil),"Music by Anirudh Ravichander
Lyrics by Vivek
Performed by Deepthi Suresh"
tt15354916,/title/tt15354916/soundtracks/sn2747551,Nallaani Cheekatilo (Telugu),"Music by Anirudh Ravichander
Lyrics by Chandrabose
Performed by Deepthi Suresh"
tt15354916,/title/tt15354916/soundtracks/sn2747552,Faraatta (Hindi),"Music by Anirudh Ravichander
Lyrics by Kumaar
Performed by Arijit Singh, Jonita Gandhi & Badshah"
tt15354916,/title/tt15354916/soundtracks/sn2747553,Pattasa (Tamil),"Music by Anirudh Ravichander
Lyrics by Vivek & Arivu
Performed by Nakash Aziz, Jonita Gandhi & Arivu"
tt15354916,/title/tt15354916/soundtracks/sn2747554,Galatta (Telugu),"Music by Anirudh Ravichander
Lyrics by Chandrabose
Performed by Nakash Aziz, Jonita Gandhi & Arivu"
tt15837338,/title/tt15837338/soundtracks/sn2755425,Zen Vibe,"Written by Rob Szabo
Produced and Performed by Rob Szabo"
tt9362930,/title/tt9362930/soundtracks/sn2739333,Atrévete-Te-Te,"Written by Visitante (as Eduardo Cabra) and Residente (as René Pérez)
Performed by Calle 13
Courtesy of Sony Music US Latin and 5020 Records
By arrangement with Sony Music Entertainment"
tt9362930,/title/tt9362930/soundtracks/sn2739334,La Chona,"Written by Mario Quintero Lara
Performed by Los Tucanes de Tijuana
Courtesy of Master Q Music"
tt9362930,/title/tt9362930/soundtracks/sn2739335,Cumbia Poder,"Written by Tony Hernández (as Marco Antonio Hernandez-Gonzalez)
Performed by Celso Piña
Courtesy of Metro Casa Musical, S.A. de C.V./Warner Music Mexico S.A. de C.V.
By arrangement with Warner Music Group Film & TV Licensing"
tt9362930,/title/tt9362930/soundtracks/sn2739336,Sin Ti,"Written by Pepe Guízar
Performed by Los Panchos
Courtesy of The Orchard"
tt9362930,/title/tt9362930/soundtracks/sn2739337,Será Que No Me Amas (Blame It on the Boogie),"Written by Juan Carlos Calderón (as Juan Carlos Calderón López De Arróyabe), Mick Jackson (as Michael George Jackson Clark), Dave Jackson (as David John Jackson Rich), Hans Kampschroer, Elmar Krohn and Thomas Meyer
Performed by Damian Castroviejo (Damiano)
Produced by Rafael Esparza Ruiz (as Rafael Esparza-Ruiz)"
tt9362930,/title/tt9362930/soundtracks/sn2739338,María La Del Barrio,"Written by Paco Navarrete (as Francisco Navarrete Rivera) and Viviana Pimstein (as Vivian Maria Alexandra Pimstein Ratinoff)
Performed by Thalía
Courtesy of Capitol Latin
Under license from Universal Music Enterprises"
tt9362930,/title/tt9362930/soundtracks/sn2739339,Cue From Cronos,Written by Javier Álvarez
tt9362930,/title/tt9362930/soundtracks/sn2739340,Deportivo,"Written by Cazzu (as Julieta Emilia Cazzuchelli), Álvaro Díaz and Caleb Calloway (as Héctor Caleb López)
Performed by Álvaro Díaz, Cazzu, Caleb Calloway
Courtesy of Universal Music Latino
Under license from Universal Music Enterprises"
tt9362930,/title/tt9362930/soundtracks/sn2739341,Gracias A La Vida,"Written by Violeta Parra
Performed by Alberto Cortez
Courtesy of Warner Music Spain S.L.
By arrangement with Warner Music Group Film & TV Licensing"
tt9362930,/title/tt9362930/soundtracks/sn2739342,No Vamos,"Written by Orlando Aponte Ortiz, Naomi Ramirez Rivera, Chris Jeday (as Carlos Enrique Rivera Ortiz), Luis Angel Rivera Santiago and Gaby Music (as Juan G. Rivera Vazquez)
Performed by RaiNao
Courtesy of La Familia"
tt9362930,/title/tt9362930/soundtracks/sn2739343,El Rey,"Written by José Alfredo Jiménez (as José Alfredo Jiménez Sandoval)
Performed by Vicente Fernández
Courtesy of Sony Music Entertainment (Mexico) S.A. de C.V.
By arrangement with Sony Music Entertainment"
tt9362930,/title/tt9362930/soundtracks/sn2739344,Muchos Quieren Tumbarme,"Written by Ivy Queen (as Marta Ivelisse Pesante)
Performed by Ivy Queen
Courtesy of RIMAS Entertainment LLC"
tt9362930,/title/tt9362930/soundtracks/sn2739345,Demolición,"Written by Rolando Carpio and Erwin Flores
Performed by Los Saicos
Courtesy of Munster Records/Distrolux S.L"
tt9362930,/title/tt9362930/soundtracks/sn2739346,Cumbia Sampuesana,"Written by José Joaquín Bettin (as José Bettín Martínez)
Performed by Celso Piña Y Su Ronda Bogotá
Courtesy of Triwolf Media, LLC"
tt9362930,/title/tt9362930/soundtracks/sn2739347,Tú Serás Mi Baby (Be My Baby),"Written by Jeff Barry, Ellie Greenwich and Phil Spector
Performed by Juventud Crasa"
tt9362930,/title/tt9362930/soundtracks/sn2739348,Al Reves,"Written by Luis López Varona and Angel Figueroa
Performed by Los Walters
Courtesy of Los Walters"
tt9362930,/title/tt9362930/soundtracks/sn2739349,Armando Sanchez,"Written by Chalino Sanchez (as Rosalino Sánchez)
Performed by Chalino Sanchez (as Chalino Sánchez)
Courtesy of Craft Latino, a Division of Concord"
tt9362930,/title/tt9362930/soundtracks/sn2739350,Bidi Bidi Bom Bom,"Written by Pete Astudillo (as Pete Astudillo) and Selena (as Selena Quintanilla)
Performed by Selena
Courtesy of Capitol Latin
Under license from Universal Music Enterprises"
tt9362930,/title/tt9362930/soundtracks/sn2739351,Solo Contigo Basta,"Written by Giraldo Piloto and Alberto Vera
Performed by Alfredo Linares
Courtesy of Distrolux SL"
tt9362930,/title/tt9362930/soundtracks/sn2739352,Kickstart My Heart,"Written by Nikki Sixx
Performed by Mötley Crüe
Courtesy of BMG Rights Management
By arrangement with BMG Rights Management (US) LLC"
tt9362930,/title/tt9362930/soundtracks/sn2739353,I Ain't Goin' Out Like That,"Written by Geezer Butler (as Terence Michael Butler), B-Real (as Louis M. Freeze), Tony Iommi (as Anthony Frank Iommi), DJ Muggs (as Larry Muggerud), Ozzy Osbourne (as John Osbourne), Todd Ray and Bill Ward (as W T Ward)
Performed by Cypress Hill
Courtesy of Columbia Records
By arrangement with Sony Music Entertainment
Contains a sample of ""The Wizard""
Performed by Black Sabbath
Courtesy of Black Sabbath"
tt9362930,/title/tt9362930/soundtracks/sn2739354,Koonex Koonex,"Traditional
Performed by Daniela Lalita"
tt9362930,/title/tt9362930/soundtracks/sn2739355,Sabor A Mí,"Written by Álvaro Carrillo
Performed by Los Panchos (as Trío Los Panchos)
Courtesy of Sony Music Entertainment (Mexico) S.A. de C.V.
By arrangement with Sony Music Entertainment"
tt9362930,/title/tt9362930/soundtracks/sn2739356,Nada Personal,"Written by Gustavo Cerati
Performed by Soda Stereo
Courtesy of Sony Music Entertainment (Argentina) S.A.
By arrangement with Sony Music Entertainment"
tt9362930,/title/tt9362930/soundtracks/sn2739357,All Out of Love,"Written by Clive Davis (as Clive J. Davis) and Graham Russell
Performed by Air Supply
Courtesy of RCA Records
By arrangement with Sony Music Entertainment"
tt8589698,/title/tt8589698/soundtracks/sn2753914,Ante Up (Robbin Hoodz Theory),"Written by Jamal Grinnage (as Gerard Jamal Grinnage), Billy Danze (as Eric Murray) & Darryl Pittman
Performed by M.O.P.
Courtesy of Columbia Records
By arrangement with Sony Music Entertainment"
tt8589698,/title/tt8589698/soundtracks/sn2753915,Danke Schoen,"Written by Milton Gabler (as Milt Gabler), Bert Kaempfert & Kurt Schwabach
Performed by Wayne Newton
Courtesy of Capitol Records
Under license from Universal Music Enterprises"
tt8589698,/title/tt8589698/soundtracks/sn2737645,Eye Know,"Written by Walter Becker, Donald Fagen, Booker T. Jones (as Booker T. Jones Jr.), John Gary Williams, Prince Paul (as Paul Huston), Trugoy the Dove (as David Jolicoeur), Posdnuos (as Kelvin Mercer), Vincent Mason, Otis Redding & Steve Cropper (as Stephen Lee Cropper)
Performed by De La Soul
Courtesy of Tommy Boy Music, LLC
Samples ""(Sittin' On) The Dock of the Bay""
Performed by Otis Redding
Courtesy of Atlantic Recording Corp.
By arrangement with Warner Music Group Film & TV Licensing
Samples ""Peg""
Performed by Steely Dan
Courtesy of Geffen Records under license from Universal Music Enterprises
Samples ""Make This Young Lady Mine""
Performed by The Mad Lads
Courtesy of Craft Recordings, a division of Concord"
tt8589698,/title/tt8589698/soundtracks/sn2753916,Scarface (Push It to the Limit),"From Scarface (1983)
Written by Pete Bellotte (as Peter Bellotte) & Giorgio Moroder
Performed by Paul Engemann
Courtesy of Universal Pictures"
tt8589698,/title/tt8589698/soundtracks/sn2753917,The Karate Rap,"Written by David Seeger & Holly Whitstock Seeger (as Holly W. Seeger)
Music by Jim Todd (as James M. Todd)
Performed by David Seeger & Holly Whitstock Seeger
Courtesy of Samurai Studios, Inc."
