id,soundtracks_id,soundtracks_name,soundtracks_comment
tt1517268,/title/tt1517268/soundtracks/sn2731134,Requiem (1963/65): 2. Kyrie,"Written by György Ligeti
Performed by Bavarian Radio Orchestra (as Symphonieorchester des Bayerischen Rundfunks), Francis Travis
Courtesy of Deutsche Grammophon GmbH
Under licence from Universal Music Operations Ltd"
tt1517268,/title/tt1517268/soundtracks/sn2731135,Atmosphères,"Written by György Ligeti
Performed by Southwest German Radio Orchestra (as Sinfonieorchester des Südwestrundfunks), Ernest Bour
Courtesy of Deutsche Grammophon GmbH
Under licence from Universal Music Operations Ltd"
tt1517268,/title/tt1517268/soundtracks/sn2731136,Also Sprach Zarathustra,Written by Richard Strauss
tt1517268,/title/tt1517268/soundtracks/sn2731137,Pink,"Written by Lizzo (as Melissa ""Lizzo"" Jefferson), Mark Ronson, Andrew Wyatt, and Ricky Reed (as Eric Frederic)
Performed by Lizzo
Produced by Mark Ronson, Andrew Wyatt and Ricky Reed
Orchestral Arrangement by Mark Ronson, Andrew Wyatt and Matt Dunkley
Lizzo appears courtesy Nice Life Recording Company and Atlantic Recording Corporation"
tt1517268,/title/tt1517268/soundtracks/sn2731138,Dance the Night,"Written by Mark Ronson, Andrew Wyatt, Dua Lipa, and Caroline Ailin
Performed by Dua Lipa
Produced by Mark Ronson, Andrew Wyatt and Picard Brothers
Vocals Produced by Cameron Gower Poole
Dua Lipa appears courtesy of Warner Records UK Limited"
tt1517268,/title/tt1517268/soundtracks/sn2731139,Silver Platter,"Written by Khalid (as Khalid Robinson), Jason Kellner, Chase Worrell, and Denis Kosiak
Performed by Khalid
Produced by Jason Kellner, Chase Worrell and Denis Kosiak
Khalid appears courtesy of Right Hand Music Group/RCA Records, a division of Sony Music Entertainment"
tt1517268,/title/tt1517268/soundtracks/sn2731140,Girls Just Wanna Have Fun,"Written by Robert Hazard
Performed by Cyndi Lauper
Courtesy of Sony Music Entertainment UK Ltd"
tt1517268,/title/tt1517268/soundtracks/sn2731141,Spice Up Your Life,"Written by Matt Rowe, Richard Stannard, Geri Horner (as Geraldine Halliwell), Mel B (as Melanie Brown), Emma Bunton, Victoria Beckham (as Victoria Adams), and Melanie C (as Melanie Chisholm)
Performed by Spice Girls
Courtesy of EMI
Under licence from Universal Music Operations Ltd"
tt1517268,/title/tt1517268/soundtracks/sn2731142,Closer to Fine,"Written by Amy Ray (as Amy Elizabeth Ray) and Emily Saliers
Performed by Indigo Girls
Courtesy of 1989 Epic Records, a division of Sony Music Entertainment
Licenced by Sony Music Entertainment UK Limited"
tt1517268,/title/tt1517268/soundtracks/sn2731143,Journey to the Real World,"Written by Kevin Parker
Performed by Tame Impala
Produced by Kevin Parker"
tt1517268,/title/tt1517268/soundtracks/sn2731144,WATATI,"Written by Karol G (as Carolina Navarro), Ovy on the Drums (as Daniel Oviedo), and Aldo Ranks (as Aldo Vargas)
Performed by Karol G featuring Aldo Ranks
Produced by Ovy on the Drums
Karol G appears courtesy of Universal Music Latino
Aldo Ranks appears courtesy of Panama Music"
tt1517268,/title/tt1517268/soundtracks/sn2731145,Choose Your Fighter,"Written by Ava Max (as Amanda Ava Koci), Cirkut (as Henry Walter), Madison Love, and Michael Pollack
Performed by Ava Max
Produced by Cirkut
Ava Max appears courtesy of Atlantic Records Group LLC"
tt1517268,/title/tt1517268/soundtracks/sn2731146,What Was I Made For?,"Written by Billie Eilish (as Billie Eilish O'Connell) and Finneas O'Connell
Performed by Billie Eilish
Produced by Finneas O'Connell (as Finneas)
Vocal Production by Billie Eilish
Additional Production by Mark Ronson and Andrew Wyatt
Orchestral arrangement by Mark Ronson and Andrew Wyatt
Billie Eilish appears courtesy of Darkroom/Interscope Records"
tt1517268,/title/tt1517268/soundtracks/sn2731147,Angel,"Written by PinkPantheress, Count Baldor, and BloodPop
Performed by PinkPantheress
Produced by Count Baldor, PinkPantheress and BloodPop
PinkPantheress appears courtesy of Warner Music UK Limited"
tt1517268,/title/tt1517268/soundtracks/sn2731148,Forever & Again,"Written by The Kid Laroi (as Charlton Howard), Andrew Watt, Billy Walsh, and Louis Bell
Performed by The Kid Laroi
Produced by Andrew Watt and Louis Bell
The Kid Laroi appears courtesy of Columbia Records
By arrangement with Sony Music Entertainment"
tt1517268,/title/tt1517268/soundtracks/sn2731149,Speed Drive,"Written by Charli XCX (as Charlotte Aitchison), Finn Keane (as Easyfun), Joakim Åhlund (as Joakim Frans Åhlund), Klas Ahlund (as Klas Frans Åhlund), Patrik Arve (as Patrik Knut Arve), Mad Cobra (as Everton Brown), Busy Bee (as David James Parker), Troyton Rami (as Troy Rami), Sylvia Robinson, Fabian Torsson (as Fabian Peter Torsson), and Michael Chapman
and Nicky Chinn
Performed by Charli XCX
Produced by Finn Keane (as Easyfun)
Charli XCX appears courtesy of Atlantic Recording Corporation"
tt1517268,/title/tt1517268/soundtracks/sn2731150,Man I Am,"Written by Sam Smith, Mark Ronson, and Ricky Reed (as Eric Frederic)
Performed by Sam Smith
Produced by Ricky Reed and Mark Ronson
Sam Smith appears courtesy of Capitol Records UK"
tt1517268,/title/tt1517268/soundtracks/sn2731151,Hey Blondie,"Written by Dominic Fike, Mark Ronson, Ryan Raines (as Ryan Raymond Raines), and Henry Kwapis
Performed by Dominic Fike
Produced by Mark Ronson
Co-Produced by Ryan Raines and Henry Kwapis
Dominic Fike appears courtesy of Sandy Boys LLC/Columbia Records
By arrangement with Sony Music Entertainment"
tt1517268,/title/tt1517268/soundtracks/sn2731152,butterflies,"Written by Gayle, Reed Berin, Anthony Kiedis, Chad Smith, John Frusciante, John Frusciante (as Michael ""Flea"" Balzary), Seth 'Shifty Shellshock' Binzer (as Seth Binzer), and Bret Mazur
Performed by Gayle (as GAYLE)
Produced by Reed Berin
GAYLE appears courtesy of Atlantic Recording Corporation
Contains elements of ""Pretty Little Ditty""
Performed by Red Hot Chili Peppers
Courtesy of Capitol Records Inc.
Under license from Universal Music Operations Ltd."
tt1517268,/title/tt1517268/soundtracks/sn2731153,Push,"Written by Matt Serletic and Rob Thomas
Performed by Matchbox Twenty
Licensed courtesy of Warner Music UK Ltd"
tt1517268,/title/tt1517268/soundtracks/sn2731154,I'm Just Ken,"Written by Mark Ronson and Andrew Wyatt
Performed by Ryan Gosling (featuring Slash and Wolfgang Van Halen)
Produced by Mark Ronson and Andrew Wyatt
Additional production by Picard Brothers"
tt1517268,/title/tt1517268/soundtracks/sn2731155,Home,"Written by Danielle Haim, Este Haim, Alana Haim, and Rostam Batmanglij
Performed by Haim
Produced by Rostam Batmanglij (as Rostam) and Danielle Haim
HAIM appears courtesy of HAIM Productions Inc. under exclusive license to Columbia Records, a division of
Sony Music Entertainment for North America, and Polydor Records a division of Universal Music Operations
Limited for the rest of the world"
tt1517268,/title/tt1517268/soundtracks/sn2731156,Barbie World,"Written by Nicki Minaj (as Onika Maraj), Ice Spice (as Naija Gaston), Riotusa (as Ephrem Louis Lopez Jr.), Søren Rasted, Johnny Jam (as Johnny Pedersen), Claus Norreen, Karsten Dahlgaard, René Dif, and Lene Nystrøm
Performed by Nicki Minaj & Ice Spice with Aqua
Produced by Riotusa (as RIOTUSA)
Additional Production by Aubry Delaine (as Aubry ""Big Juice"" Delaine)
Ice Spice appears courtesy of 10K Projects/Capitol Records
Nicki Minaj appears courtesy of Young Money/Republic Records
Contains portions of ""Barbie Girl""
Performed by Aqua
Courtesy of Universal Music (Denmark) A/S, under license from Universal Music Operations, Ltd."
tt9224104,/title/tt9224104/soundtracks/sn2736756,Under Pressure,"Written by Brian May, Freddie Mercury, David Bowie, John Deacon, Roger Taylor
Performed by Queen, David Bowie
Courtesy of EMI
Under licence from Universal Music Operations Ltd & Hollywood Records, Inc. & Courtesy of RZO Music"
tt9224104,/title/tt9224104/soundtracks/sn2736757,Too Many Fish in the Sea,"Written by Eddie Holland (as Edward Holland Jr.) & Norman Whitfield
Performed by The Marvelettes
Courtesy of Motown Record Company L.P.
Under licence from Universal Music Operations Ltd"
tt9224104,/title/tt9224104/soundtracks/sn2736759,I Love You,"Written by David Zee Tao (as David Tao) & Delphine Chin (as Wa Wa)
Performed by David Zee Tao (as David Tao)
Licensed courtesy of Warner Music UK Ltd."
tt9224104,/title/tt9224104/soundtracks/sn2736758,Dare,"Written by Damon Albarn, Jamie Hewlett, Danger Mouse (as Brian Burton), Shaun Ryder
Performed by Gorillaz
Licensed courtesy of Warner Music UK Ltd."
tt9224104,/title/tt9224104/soundtracks/sn2736760,That's Not My Name,"Written by Jules De Martino & Katie White
Performed by Pim
Courtesy of CAPP Records, Inc./NOMA Music"
tt9224104,/title/tt9224104/soundtracks/sn2735327,Chomp (Bankey Ojo Remix),"Written & Performed by Page Kennedy
Courtesy of Kennedy Entertainment"
tt9603212,/title/tt9603212/soundtracks/sn2026871,Mission: Impossible Theme,Written by Lalo Schifrin
tt9603212,/title/tt9603212/soundtracks/sn2026872,The Plot,"From Mission: Impossible (1966)
Written by Lalo Schifrin"
tt9603212,/title/tt9603212/soundtracks/sn2759150,Arrival,"Written by Mark Crawford
Performed by Anu
Courtesy of Helix Records, a division of Payday Records, Inc."
tt9603212,/title/tt9603212/soundtracks/sn2759151,First Bastion,"Written by Branko Novakovic & Niklas Schaefers
Performed by Hidden Empire
Courtesy of Suara Music S.L.U."
tt9603212,/title/tt9603212/soundtracks/sn2759152,Erase,"Written & Performed by Brooks Aleksander
Courtesy of Brooks Aleksander Recordings"
tt9603212,/title/tt9603212/soundtracks/sn2759153,I've Got You Under My Skin,"Written by Cole Porter
Performed by Dave Hartley"
tt4495098,/title/tt4495098/soundtracks/sn2734585,Hold My Head,"Written by Kenny Beats (as Kenneth Blume III), Larry Brooks, and Warren Brooks
Performed by Kenny Beats
Courtesy of XL Recordings
Contains a sample of ""Now I Can Hold My Head Up High""
Performed by The Triads
Courtesy of The Numero Group"
tt4495098,/title/tt4495098/soundtracks/sn2734586,Paranoid,"Written by Ozzy Osbourne (as John Osbourne), Bill Ward (as William Ward), Geezer Butler (as Terence Butler), and Tony Iommi (as Anthony Frank Iommi)
Performed by Black Sabbath
Courtesy of Black Sabbath
Under license from Downlane Limited"
tt4495098,/title/tt4495098/soundtracks/sn2734587,"Valse, Op. 69: No. 1 in A Major",Written by Frédéric Chopin
tt4495098,/title/tt4495098/soundtracks/sn2734588,Peak,"Written by Jessica Nicole Gentile
Performed by Jubilee
Courtesy of Magic City"
tt4495098,/title/tt4495098/soundtracks/sn2734589,Afterthought,"Written by George Miller (as Joji Kusunoki), Benee (as Stella Bennett), Daniel Wilson, and Isaac Sleator
Performed by George Miller (as Joji) & Benee (as BENEE)
Courtesy of 88rising Records/Warner Records
By arrangement with Warner Music Group Film & TV Licensing
and Courtesy of Republic Records
Under license from Universal Music Enterprises"
tt4495098,/title/tt4495098/soundtracks/sn2734590,Vroom,"Written by Davido, Jin Jin (as Janee Bennett), Idris Elba, Adrian Francis, Curtis James, Lil Tjay (as Tione Merritt), Moelogo, and Koffee (as Mikayla Simpson)
Performed by The Fanatix (as The FaNatTiX) feat. Idris Elba, Lil Tjay (as Lil TJay), Davido, Koffee, and Moelogo
Courtesy of Sony Music Entertainment UK Limited and Columbia Records
By arrangement with Sony Music Entertainment"
tt4495098,/title/tt4495098/soundtracks/sn2734591,Get Out of My Way,"Written by Wesley Smith, Jacob Cardec, Tedashii (as Tedashii Anderson), and Lecrae (as Lecrae Devaughn Moore)
Performed by Tedashii feat. Lecrae
Courtesy of Reach Records
Under license from Nettwerk Music
and Courtesy of Columbia Records/Reach Records
By arrangement with Sony Music Entertainment"
tt4495098,/title/tt4495098/soundtracks/sn2734592,Kill Dem,"Written by Jamie XX (as James Smith), Cutty Ranks (as Philip Thomas), Christopher Lane, and John MacGillivray
Performed by Jamie XX
Courtesy of Young"
tt4495098,/title/tt4495098/soundtracks/sn2734593,Moon Over the Castle,Written by Masahiro Andoh
tt4495098,/title/tt4495098/soundtracks/sn2734594,Down Like This,"Written by Emma Sameth, Dan Farber, and Jason Scardamalia
Performed by Emma Sameth & BearFar
Courtesy of UltraViolet"
tt4495098,/title/tt4495098/soundtracks/sn2734595,Coming in Hot,"Written by Shama Joseph, Andy Mineo (as Andrew Mineo), Lecrae (as Lecrae Devaughn Moore), Lasanna Harris, Wordsplayed (as John Toluwani Itiola), Glen Henry, Marlon Montgomery, and Brian Taylor
Performed by Andy Mineo & Lecrae
Courtesy of Reach Records
Under license from Nettwerk Music
and Courtesy of Columbia Records/Reach Records
By arrangement with Sony Music Entertainment"
tt4495098,/title/tt4495098/soundtracks/sn2734596,Revolt,"Written by Boys Noize (as Alexander Ridha)
Performed by Boys Noize
Courtesy of Boysnoize Records GmbH"
tt4495098,/title/tt4495098/soundtracks/sn2734597,Songbird,"Written by Kenny G (as Kenneth Gorelick)
Performed by Kenny G
Courtesy of RCA Records
By arrangement with Sony Music Entertainment"
tt4495098,/title/tt4495098/soundtracks/sn2734598,Because I'm Me,"Written by Robbie Chater (as Robert Chater), Tony Diblasi (as Anthony Di Blasi), General Johnson (as General N. Johnson), Barney Perkins, Greg Perry (as Gregory S. Perry), and Sonny Cheeba (as Salahadeen Wilds)
Performed by The Avalanches
Courtesy of Modular Recordings/Universal Music Australia Pty. Ltd.
Under license from Universal Music Enterprises
and Courtesy of XL Recordings Ltd."
tt4495098,/title/tt4495098/soundtracks/sn2734599,Make My Move,"Written by Oliver Michael (as Oliver Brayshaw)
Performed by Oliver Michael feat. King Marino
Courtesy of Oliver Michael Music"
tt4495098,/title/tt4495098/soundtracks/sn2734600,Paper Mache,"Written by Dan Kanvis and Kirk Dickens
Performed by Dan Kanvis
By arrangement with Melody Haunts Reverie & Groove Garden"
tt4495098,/title/tt4495098/soundtracks/sn2734601,Orinoco Flow,"Written by Enya (as Eithne Ní Bhraonáin), Nicky Ryan, and Roma Ryan
Performed by Enya
Courtesy of Warner Music UK Ltd
By arrangement with Warner Music Group Film & TV Licensing"
tt4495098,/title/tt4495098/soundtracks/sn2734602,Search and Destroy,"Written by Iggy Pop and James Williamson
Performed by The Stooges (as Iggy & The Stooges)
Courtesy of Columbia Records
By arrangement with Sony Music Entertainment"
tt4495098,/title/tt4495098/soundtracks/sn2734603,War Pigs,"Written by Ozzy Osbourne (as John Osbourne), Bill Ward (as William Ward), Geezer Butler (as Terence Butler), and Tony Iommi (as Anthony Frank Iommi)
Performed by Black Sabbath
Courtesy of Black Sabbath
Under license from Downlane Limited"
tt4495098,/title/tt4495098/soundtracks/sn2734604,Celebrate,"Written by Courtney Bell, Damien Farmer, and Keith Miller
Performed by Courtney Bell
Courtesy of RCA Records, a division of Sony Music Entertainment"
tt4495098,/title/tt4495098/soundtracks/sn2734605,Big Jet Plane,"Written by Angus Stone and Julia Stone
Performed by Restricted
Courtesy of Island Records/Universal Music GmbH
Under license from Universal Music Enterprises"
tt4495098,/title/tt4495098/soundtracks/sn2734606,Pepas (Tiesto Remix),"Written by Andy Bauza, Víctor Cárdenas (as Victor Alonso Cardenas), IAmChino (as Jose Carlos Garcia), Franklin Jovani Martínez (as Franklin Martinez), Sharo Towers (as Marcos G. Perez), Axel Rafael Quezada Fulgencio, Keriel Quiroz, and Farruko (as Carlos Efren Reyes Rosado)
Performed by Farruko
Courtesy of Sony Music Entertainment, US Latin LLC
By arrangement with Sony Music Entertainment"
tt4495098,/title/tt4495098/soundtracks/sn2734607,Wash,"Written by Justin Vernon
Performed by Bon Iver
Courtesy of Jagjaguwar"
tt4495098,/title/tt4495098/soundtracks/sn2734608,La Marseillaise,Written by Claude Joseph Rouget de Lisle
tt4495098,/title/tt4495098/soundtracks/sn2734609,Harder Than You Think,"Written by Chuck D (as Carlton Ridenhour) and Gary G-Wiz (as Gary Rinaldo)
Performed by Public Enemy
Courtesy of Pressure Network
Under license from Reach Music Publishing, Inc."
tt4495098,/title/tt4495098/soundtracks/sn2734610,God Moving Over the Face of the Waters,"Written and Performed by Moby
Courtesy of Little Idiot Music Ltd"
tt4495098,/title/tt4495098/soundtracks/sn2734611,Wilderness,"Written by Christopher Hrasky, Michael Aaron James, Munaf Rayani, and Mark T. Smith (as Mark Thomas Smith)
Performed by Explosions in the Sky
Courtesy of Temporary Residence Ltd."
tt15789038,/title/tt15789038/soundtracks/sn2722856,Steal the Show,"Music by Lauv (as Ari Leff) and Thomas Newman
Lyrics by Lauv (as Ari Leff) and Michael Matosic
Performed by Lauv
Produced by Lauv and Thomas Newman
Mixed by Mike Crossey"
tt15789038,/title/tt15789038/soundtracks/sn2722857,Kernkraft 400 (Sport Chant Stadium Remix),"Written by Emanuel Günther, Florian Senfter
Performed by Zombie Nation
Courtesy of UKW Records & Publishing LLC"
tt3291150,/title/tt3291150/soundtracks/sn2760466,Every Time,"Written by Sertac Nidai
Courtesy of APM Music"
tt3291150,/title/tt3291150/soundtracks/sn2760467,Backbone (Live at Breiðarmerkurjökull),"Written by Jökull Juliusson
Performed by Kaleo
Courtesy of Elektra Records
By arrangement with Warner Music Group Film & TV Licensing"
tt3291150,/title/tt3291150/soundtracks/sn2760468,Hypnotized,"Written by Devin Hoffman (as Devin Jay Hoffman), Michael Joshua Avenaim
Performed by Devin Hoffman (as Devin Jay Hoffman), Michael Joshua Avenaim
Courtesy of Extreme Music"
tt3291150,/title/tt3291150/soundtracks/sn2760469,Quintet in E Major,"Written by Luigi Boccherini
Arranged by Thomas Howe
Courtesy of APM Music"
tt3291150,/title/tt3291150/soundtracks/sn2760470,(Don't Fear) The Reaper,"Written by Donald Roeser
Published by Sony Music Publishing (US) LLC
Courtesy of APM Music"
tt3291150,/title/tt3291150/soundtracks/sn2760471,Take It Easy,"Written by Eden Prince, Clementine Douglas
Performed by Eden Prince feat. Clementine Douglas
Courtesy of East 1 Entertainment Ltd./Clementunes Ltd./JET Management"
tt3291150,/title/tt3291150/soundtracks/sn2760472,Bigcityboi,"Written by Binz
Performed by Binz feat. Touliver
Courtesy of SPACESPEAKERS LABEL"
tt3291150,/title/tt3291150/soundtracks/sn2760473,P.I.M.P.,"Written by 50 Cent (as Curtis Jackson), Brandon Parrott, Mr. Porter (as Denaun Porter)
Performed by 50 Cent
Courtesy of Shady Records/Aftermath Records/Interscope Records under license from Universal Music Enterprises"
tt3291150,/title/tt3291150/soundtracks/sn2760474,Coming in Hot,"Written by Andrew Dixon, Brian Dennis, Christopher Ayer
Performed by Lesser Villains
Courtesy of Big Block Records"
tt3291150,/title/tt3291150/soundtracks/sn2760475,The Boys Are Back in Town,"Written by Phil Lynott (as Philip Parris Lynott)
Performed by Thin Lizzy
Courtesy of Thin Lizzy Productions Limited"
tt15837338,/title/tt15837338/soundtracks/sn2755425,Zen Vibe,"Written by Rob Szabo
Produced and Performed by Rob Szabo"
tt9362930,/title/tt9362930/soundtracks/sn2739333,Atrévete-Te-Te,"Written by Visitante (as Eduardo Cabra) and Residente (as René Pérez)
Performed by Calle 13
Courtesy of Sony Music US Latin and 5020 Records
By arrangement with Sony Music Entertainment"
tt9362930,/title/tt9362930/soundtracks/sn2739334,La Chona,"Written by Mario Quintero Lara
Performed by Los Tucanes de Tijuana
Courtesy of Master Q Music"
tt9362930,/title/tt9362930/soundtracks/sn2739335,Cumbia Poder,"Written by Tony Hernández (as Marco Antonio Hernandez-Gonzalez)
Performed by Celso Piña
Courtesy of Metro Casa Musical, S.A. de C.V./Warner Music Mexico S.A. de C.V.
By arrangement with Warner Music Group Film & TV Licensing"
tt9362930,/title/tt9362930/soundtracks/sn2739336,Sin Ti,"Written by Pepe Guízar
Performed by Los Panchos
Courtesy of The Orchard"
tt9362930,/title/tt9362930/soundtracks/sn2739337,Será Que No Me Amas (Blame It on the Boogie),"Written by Juan Carlos Calderón (as Juan Carlos Calderón López De Arróyabe), Mick Jackson (as Michael George Jackson Clark), Dave Jackson (as David John Jackson Rich), Hans Kampschroer, Elmar Krohn and Thomas Meyer
Performed by Damian Castroviejo (Damiano)
Produced by Rafael Esparza Ruiz (as Rafael Esparza-Ruiz)"
tt9362930,/title/tt9362930/soundtracks/sn2739338,María La Del Barrio,"Written by Paco Navarrete (as Francisco Navarrete Rivera) and Viviana Pimstein (as Vivian Maria Alexandra Pimstein Ratinoff)
Performed by Thalía
Courtesy of Capitol Latin
Under license from Universal Music Enterprises"
tt9362930,/title/tt9362930/soundtracks/sn2739339,Cue From Cronos,Written by Javier Álvarez
tt9362930,/title/tt9362930/soundtracks/sn2739340,Deportivo,"Written by Cazzu (as Julieta Emilia Cazzuchelli), Álvaro Díaz and Caleb Calloway (as Héctor Caleb López)
Performed by Álvaro Díaz, Cazzu, Caleb Calloway
Courtesy of Universal Music Latino
Under license from Universal Music Enterprises"
tt9362930,/title/tt9362930/soundtracks/sn2739341,Gracias A La Vida,"Written by Violeta Parra
Performed by Alberto Cortez
Courtesy of Warner Music Spain S.L.
By arrangement with Warner Music Group Film & TV Licensing"
tt9362930,/title/tt9362930/soundtracks/sn2739342,No Vamos,"Written by Orlando Aponte Ortiz, Naomi Ramirez Rivera, Chris Jeday (as Carlos Enrique Rivera Ortiz), Luis Angel Rivera Santiago and Gaby Music (as Juan G. Rivera Vazquez)
Performed by RaiNao
Courtesy of La Familia"
tt9362930,/title/tt9362930/soundtracks/sn2739343,El Rey,"Written by José Alfredo Jiménez (as José Alfredo Jiménez Sandoval)
Performed by Vicente Fernández
Courtesy of Sony Music Entertainment (Mexico) S.A. de C.V.
By arrangement with Sony Music Entertainment"
tt9362930,/title/tt9362930/soundtracks/sn2739344,Muchos Quieren Tumbarme,"Written by Ivy Queen (as Marta Ivelisse Pesante)
Performed by Ivy Queen
Courtesy of RIMAS Entertainment LLC"
tt9362930,/title/tt9362930/soundtracks/sn2739345,Demolición,"Written by Rolando Carpio and Erwin Flores
Performed by Los Saicos
Courtesy of Munster Records/Distrolux S.L"
tt9362930,/title/tt9362930/soundtracks/sn2739346,Cumbia Sampuesana,"Written by José Joaquín Bettin (as José Bettín Martínez)
Performed by Celso Piña Y Su Ronda Bogotá
Courtesy of Triwolf Media, LLC"
tt9362930,/title/tt9362930/soundtracks/sn2739347,Tú Serás Mi Baby (Be My Baby),"Written by Jeff Barry, Ellie Greenwich and Phil Spector
Performed by Juventud Crasa"
tt9362930,/title/tt9362930/soundtracks/sn2739348,Al Reves,"Written by Luis López Varona and Angel Figueroa
Performed by Los Walters
Courtesy of Los Walters"
tt9362930,/title/tt9362930/soundtracks/sn2739349,Armando Sanchez,"Written by Chalino Sanchez (as Rosalino Sánchez)
Performed by Chalino Sanchez (as Chalino Sánchez)
Courtesy of Craft Latino, a Division of Concord"
tt9362930,/title/tt9362930/soundtracks/sn2739350,Bidi Bidi Bom Bom,"Written by Pete Astudillo (as Pete Astudillo) and Selena (as Selena Quintanilla)
Performed by Selena
Courtesy of Capitol Latin
Under license from Universal Music Enterprises"
tt9362930,/title/tt9362930/soundtracks/sn2739351,Solo Contigo Basta,"Written by Giraldo Piloto and Alberto Vera
Performed by Alfredo Linares
Courtesy of Distrolux SL"
tt9362930,/title/tt9362930/soundtracks/sn2739352,Kickstart My Heart,"Written by Nikki Sixx
Performed by Mötley Crüe
Courtesy of BMG Rights Management
By arrangement with BMG Rights Management (US) LLC"
tt9362930,/title/tt9362930/soundtracks/sn2739353,I Ain't Goin' Out Like That,"Written by Geezer Butler (as Terence Michael Butler), B-Real (as Louis M. Freeze), Tony Iommi (as Anthony Frank Iommi), DJ Muggs (as Larry Muggerud), Ozzy Osbourne (as John Osbourne), Todd Ray and Bill Ward (as W T Ward)
Performed by Cypress Hill
Courtesy of Columbia Records
By arrangement with Sony Music Entertainment
Contains a sample of ""The Wizard""
Performed by Black Sabbath
Courtesy of Black Sabbath"
tt9362930,/title/tt9362930/soundtracks/sn2739354,Koonex Koonex,"Traditional
Performed by Daniela Lalita"
tt9362930,/title/tt9362930/soundtracks/sn2739355,Sabor A Mí,"Written by Álvaro Carrillo
Performed by Los Panchos (as Trío Los Panchos)
Courtesy of Sony Music Entertainment (Mexico) S.A. de C.V.
By arrangement with Sony Music Entertainment"
